,firefox_filtered_reviews,word_embeddeding,token_list
288,"somehow it seems to be constantly draining battery i am not sure the 
reason for this but whenever i use firefox there is a massive battery 
drain","[101, 5064, 2009, 3849, 2000, 2022, 7887, 19689, 6046, 1045, 2572, 2025, 2469, 1996, 3114, 2005, 2023, 2021, 7188, 1045, 2224, 2543, 14876, 2595, 2045, 2003, 1037, 5294, 6046, 12475, 102]","['[CLS]', 'somehow', 'it', 'seems', 'to', 'be', 'constantly', 'draining', 'battery', 'i', 'am', 'not', 'sure', 'the', 'reason', 'for', 'this', 'but', 'whenever', 'i', 'use', 'fire', '##fo', '##x', 'there', 'is', 'a', 'massive', 'battery', 'drain', '[SEP]']"
289,"the last few updates have definitely increased battery drain i almost 
always get a warning on my phone no tabs opened either","[101, 1996, 2197, 2261, 14409, 2031, 5791, 3445, 6046, 12475, 1045, 2471, 2467, 2131, 1037, 5432, 2006, 2026, 3042, 2053, 21628, 2015, 2441, 2593, 102]","['[CLS]', 'the', 'last', 'few', 'updates', 'have', 'definitely', 'increased', 'battery', 'drain', 'i', 'almost', 'always', 'get', 'a', 'warning', 'on', 'my', 'phone', 'no', 'tab', '##s', 'opened', 'either', '[SEP]']"
290,"32917 19 battery usage with just a few tabs open phone becomes hot 
during use gonna get cancer of the fingers from the extra radiation i 
guess firefox is an apt name maybe this app caused samsungs to catch 
fire  older versions made browsing erratic jumps from small to large 
font and back again unusable will have to uninstall  try another browser 
going forward","[101, 29567, 16576, 2539, 6046, 8192, 2007, 2074, 1037, 2261, 21628, 2015, 2330, 3042, 4150, 2980, 2076, 2224, 6069, 2131, 4456, 1997, 1996, 3093, 2013, 1996, 4469, 8249, 1045, 3984, 2543, 14876, 2595, 2003, 2019, 26794, 2171, 2672, 2023, 10439, 3303, 19102, 2015, 2000, 4608, 2543, 3080, 4617, 2081, 11347, 2075, 24122, 14523, 2013, 2235, 2000, 2312, 15489, 1998, 2067, 2153, 4895, 10383, 3468, 2097, 2031, 2000, 4895, 7076, 9080, 2140, 3046, 2178, 16602, 2183, 2830, 102]","['[CLS]', '329', '##17', '19', 'battery', 'usage', 'with', 'just', 'a', 'few', 'tab', '##s', 'open', 'phone', 'becomes', 'hot', 'during', 'use', 'gonna', 'get', 'cancer', 'of', 'the', 'fingers', 'from', 'the', 'extra', 'radiation', 'i', 'guess', 'fire', '##fo', '##x', 'is', 'an', 'apt', 'name', 'maybe', 'this', 'app', 'caused', 'samsung', '##s', 'to', 'catch', 'fire', 'older', 'versions', 'made', 'brows', '##ing', 'erratic', 'jumps', 'from', 'small', 'to', 'large', 'font', 'and', 'back', 'again', 'un', '##usa', '##ble', 'will', 'have', 'to', 'un', '##ins', '##tal', '##l', 'try', 'another', 'browser', 'going', 'forward', '[SEP]']"
291,"slower than chrome but has adblocking capabilities drains your battery in 
30 mins i went from 90 to 30 it still collects data from you for crash 
reports so you can forget about privacy aspect the only you would need 
it is for adblocking","[101, 12430, 2084, 18546, 2021, 2038, 4748, 23467, 2075, 9859, 18916, 2115, 6046, 1999, 2382, 8117, 2015, 1045, 2253, 2013, 3938, 2000, 2382, 2009, 2145, 17427, 2951, 2013, 2017, 2005, 5823, 4311, 2061, 2017, 2064, 5293, 2055, 9394, 7814, 1996, 2069, 2017, 2052, 2342, 2009, 2003, 2005, 4748, 23467, 2075, 102]","['[CLS]', 'slower', 'than', 'chrome', 'but', 'has', 'ad', '##block', '##ing', 'capabilities', 'drains', 'your', 'battery', 'in', '30', 'min', '##s', 'i', 'went', 'from', '90', 'to', '30', 'it', 'still', 'collects', 'data', 'from', 'you', 'for', 'crash', 'reports', 'so', 'you', 'can', 'forget', 'about', 'privacy', 'aspect', 'the', 'only', 'you', 'would', 'need', 'it', 'is', 'for', 'ad', '##block', '##ing', '[SEP]']"
292,"too much power hog crashes often due to poor ram management the only 
reason i use it in my phone is to sync bookmarks with my desktop","[101, 2205, 2172, 2373, 27589, 19119, 2411, 2349, 2000, 3532, 8223, 2968, 1996, 2069, 3114, 1045, 2224, 2009, 1999, 2026, 3042, 2003, 2000, 26351, 2338, 27373, 2007, 2026, 15363, 102]","['[CLS]', 'too', 'much', 'power', 'hog', 'crashes', 'often', 'due', 'to', 'poor', 'ram', 'management', 'the', 'only', 'reason', 'i', 'use', 'it', 'in', 'my', 'phone', 'is', 'to', 'sync', 'book', '##marks', 'with', 'my', 'desktop', '[SEP]']"
293,"this app works very very well but it absolutely destroys your battery 
life i had an ad blocker with it as an extension so i can only assume that 
didnt help but my battery went from all day to 3 hours and now after 
uninstalling it its not dying anymore","[101, 2023, 10439, 2573, 2200, 2200, 2092, 2021, 2009, 7078, 20735, 2115, 6046, 2166, 1045, 2018, 2019, 4748, 3796, 2121, 2007, 2009, 2004, 2019, 5331, 2061, 1045, 2064, 2069, 7868, 2008, 2134, 2102, 2393, 2021, 2026, 6046, 2253, 2013, 2035, 2154, 2000, 1017, 2847, 1998, 2085, 2044, 4895, 7076, 9080, 2989, 2009, 2049, 2025, 5996, 4902, 102]","['[CLS]', 'this', 'app', 'works', 'very', 'very', 'well', 'but', 'it', 'absolutely', 'destroys', 'your', 'battery', 'life', 'i', 'had', 'an', 'ad', 'block', '##er', 'with', 'it', 'as', 'an', 'extension', 'so', 'i', 'can', 'only', 'assume', 'that', 'didn', '##t', 'help', 'but', 'my', 'battery', 'went', 'from', 'all', 'day', 'to', '3', 'hours', 'and', 'now', 'after', 'un', '##ins', '##tal', '##ling', 'it', 'its', 'not', 'dying', 'anymore', '[SEP]']"
294,"soooo this browser i was pretty excited to download it since i have it 
on my pc but there was a problem or two battery life  cpu usage only 
very effective when watching videos of 30 seconds or more this post was 
made in 2017 of july and up to this point in time im still 
experiencing that problem","[101, 17111, 9541, 2023, 16602, 1045, 2001, 3492, 7568, 2000, 8816, 2009, 2144, 1045, 2031, 2009, 2006, 2026, 7473, 2021, 2045, 2001, 1037, 3291, 2030, 2048, 6046, 2166, 17368, 8192, 2069, 2200, 4621, 2043, 3666, 6876, 1997, 2382, 3823, 2030, 2062, 2023, 2695, 2001, 2081, 1999, 2418, 1997, 2251, 1998, 2039, 2000, 2023, 2391, 1999, 2051, 10047, 2145, 13417, 2008, 3291, 102]","['[CLS]', 'soo', '##oo', 'this', 'browser', 'i', 'was', 'pretty', 'excited', 'to', 'download', 'it', 'since', 'i', 'have', 'it', 'on', 'my', 'pc', 'but', 'there', 'was', 'a', 'problem', 'or', 'two', 'battery', 'life', 'cpu', 'usage', 'only', 'very', 'effective', 'when', 'watching', 'videos', 'of', '30', 'seconds', 'or', 'more', 'this', 'post', 'was', 'made', 'in', '2017', 'of', 'july', 'and', 'up', 'to', 'this', 'point', 'in', 'time', 'im', 'still', 'experiencing', 'that', 'problem', '[SEP]']"
295,"latest updates has started to use more battery would run my phone down 
within 8 hours running dolphin browser now and tripled my battery life 
fix that and ill come back to ff","[101, 6745, 14409, 2038, 2318, 2000, 2224, 2062, 6046, 2052, 2448, 2026, 3042, 2091, 2306, 1022, 2847, 2770, 17801, 16602, 2085, 1998, 6420, 2094, 2026, 6046, 2166, 8081, 2008, 1998, 5665, 2272, 2067, 2000, 21461, 102]","['[CLS]', 'latest', 'updates', 'has', 'started', 'to', 'use', 'more', 'battery', 'would', 'run', 'my', 'phone', 'down', 'within', '8', 'hours', 'running', 'dolphin', 'browser', 'now', 'and', 'triple', '##d', 'my', 'battery', 'life', 'fix', 'that', 'and', 'ill', 'come', 'back', 'to', 'ff', '[SEP]']"
296,"overall very good but giving it a 1 star due to battery drain there is no 
point having a mobile browser which i have to manage individually due to 
its battery draining this is a known issue","[101, 3452, 2200, 2204, 2021, 3228, 2009, 1037, 1015, 2732, 2349, 2000, 6046, 12475, 2045, 2003, 2053, 2391, 2383, 1037, 4684, 16602, 2029, 1045, 2031, 2000, 6133, 14258, 2349, 2000, 2049, 6046, 19689, 2023, 2003, 1037, 2124, 3277, 102]","['[CLS]', 'overall', 'very', 'good', 'but', 'giving', 'it', 'a', '1', 'star', 'due', 'to', 'battery', 'drain', 'there', 'is', 'no', 'point', 'having', 'a', 'mobile', 'browser', 'which', 'i', 'have', 'to', 'manage', 'individually', 'due', 'to', 'its', 'battery', 'draining', 'this', 'is', 'a', 'known', 'issue', '[SEP]']"
297,a few days ago my battery was depleting faster than usual once i deleted firefox it proved that the app has been eating away my battery even though i closed it in the background i dont know why this is happening but until this problem is fixded im reluctant to reinstall,"[101, 1037, 2261, 2420, 3283, 2026, 6046, 2001, 2139, 10814, 3436, 5514, 2084, 5156, 2320, 1045, 17159, 2543, 14876, 2595, 2009, 4928, 2008, 1996, 10439, 2038, 2042, 5983, 2185, 2026, 6046, 2130, 2295, 1045, 2701, 2009, 1999, 1996, 4281, 1045, 2123, 2102, 2113, 2339, 2023, 2003, 6230, 2021, 2127, 2023, 3291, 2003, 8081, 5732, 10047, 11542, 2000, 19222, 9080, 2140, 102]","['[CLS]', 'a', 'few', 'days', 'ago', 'my', 'battery', 'was', 'de', '##ple', '##ting', 'faster', 'than', 'usual', 'once', 'i', 'deleted', 'fire', '##fo', '##x', 'it', 'proved', 'that', 'the', 'app', 'has', 'been', 'eating', 'away', 'my', 'battery', 'even', 'though', 'i', 'closed', 'it', 'in', 'the', 'background', 'i', 'don', '##t', 'know', 'why', 'this', 'is', 'happening', 'but', 'until', 'this', 'problem', 'is', 'fix', '##ded', 'im', 'reluctant', 'to', 'reins', '##tal', '##l', '[SEP]']"
298,unfortunately its unresponsive battery drainer quite outdated design i cant imagine how it came to have 44 rating,"[101, 6854, 2049, 4895, 6072, 26029, 12742, 6046, 12475, 2121, 3243, 25963, 2640, 1045, 2064, 2102, 5674, 2129, 2009, 2234, 2000, 2031, 4008, 5790, 102]","['[CLS]', 'unfortunately', 'its', 'un', '##res', '##pon', '##sive', 'battery', 'drain', '##er', 'quite', 'outdated', 'design', 'i', 'can', '##t', 'imagine', 'how', 'it', 'came', 'to', 'have', '44', 'rating', '[SEP]']"
299,latest version chewing the battery 50 percent drain in 4 hrs when not even using it stats show its by far the biggest battery hog was updated yesterday,"[101, 6745, 2544, 17492, 1996, 6046, 2753, 3867, 12475, 1999, 1018, 17850, 2015, 2043, 2025, 2130, 2478, 2009, 26319, 2265, 2049, 2011, 2521, 1996, 5221, 6046, 27589, 2001, 7172, 7483, 102]","['[CLS]', 'latest', 'version', 'chewing', 'the', 'battery', '50', 'percent', 'drain', 'in', '4', 'hr', '##s', 'when', 'not', 'even', 'using', 'it', 'stats', 'show', 'its', 'by', 'far', 'the', 'biggest', 'battery', 'hog', 'was', 'updated', 'yesterday', '[SEP]']"
300,this latest version is killing my battery battery monitor shows 15 drain for 2 minutes of use,"[101, 2023, 6745, 2544, 2003, 4288, 2026, 6046, 6046, 8080, 3065, 2321, 12475, 2005, 1016, 2781, 1997, 2224, 102]","['[CLS]', 'this', 'latest', 'version', 'is', 'killing', 'my', 'battery', 'battery', 'monitor', 'shows', '15', 'drain', 'for', '2', 'minutes', 'of', 'use', '[SEP]']"
301,for a low end phone 1 gb ram this app is very heavy on resources its slow and uses a lot of battery  if it was not for the add on s i wouldnt use it on android at all why doesnt mozilla spend some time on reducing the memory footprint,"[101, 2005, 1037, 2659, 2203, 3042, 1015, 16351, 8223, 2023, 10439, 2003, 2200, 3082, 2006, 4219, 2049, 4030, 1998, 3594, 1037, 2843, 1997, 6046, 2065, 2009, 2001, 2025, 2005, 1996, 5587, 2006, 1055, 1045, 2876, 2102, 2224, 2009, 2006, 11924, 2012, 2035, 2339, 2987, 2102, 9587, 5831, 4571, 5247, 2070, 2051, 2006, 8161, 1996, 3638, 24319, 102]","['[CLS]', 'for', 'a', 'low', 'end', 'phone', '1', 'gb', 'ram', 'this', 'app', 'is', 'very', 'heavy', 'on', 'resources', 'its', 'slow', 'and', 'uses', 'a', 'lot', 'of', 'battery', 'if', 'it', 'was', 'not', 'for', 'the', 'add', 'on', 's', 'i', 'wouldn', '##t', 'use', 'it', 'on', 'android', 'at', 'all', 'why', 'doesn', '##t', 'mo', '##zi', '##lla', 'spend', 'some', 'time', 'on', 'reducing', 'the', 'memory', 'footprint', '[SEP]']"
302,i only use this because chrome mobile doesnt have addons lately firefox has been absolutely guzzling my battery using many times more battery than any other app on my phone even when im not using it at all hope this gets fixed soon or ill have to uninstall it,"[101, 1045, 2069, 2224, 2023, 2138, 18546, 4684, 2987, 2102, 2031, 5587, 5644, 9906, 2543, 14876, 2595, 2038, 2042, 7078, 19739, 20838, 2026, 6046, 2478, 2116, 2335, 2062, 6046, 2084, 2151, 2060, 10439, 2006, 2026, 3042, 2130, 2043, 10047, 2025, 2478, 2009, 2012, 2035, 3246, 2023, 4152, 4964, 2574, 2030, 5665, 2031, 2000, 4895, 7076, 9080, 2140, 2009, 102]","['[CLS]', 'i', 'only', 'use', 'this', 'because', 'chrome', 'mobile', 'doesn', '##t', 'have', 'add', '##ons', 'lately', 'fire', '##fo', '##x', 'has', 'been', 'absolutely', 'gu', '##zzling', 'my', 'battery', 'using', 'many', 'times', 'more', 'battery', 'than', 'any', 'other', 'app', 'on', 'my', 'phone', 'even', 'when', 'im', 'not', 'using', 'it', 'at', 'all', 'hope', 'this', 'gets', 'fixed', 'soon', 'or', 'ill', 'have', 'to', 'un', '##ins', '##tal', '##l', 'it', '[SEP]']"
303,the new feature form mozilla to firefox is attractivebut it kills battery power more than others,"[101, 1996, 2047, 3444, 2433, 9587, 5831, 4571, 2000, 2543, 14876, 2595, 2003, 8702, 8569, 2102, 2009, 8563, 6046, 2373, 2062, 2084, 2500, 102]","['[CLS]', 'the', 'new', 'feature', 'form', 'mo', '##zi', '##lla', 'to', 'fire', '##fo', '##x', 'is', 'attractive', '##bu', '##t', 'it', 'kills', 'battery', 'power', 'more', 'than', 'others', '[SEP]']"
304,once opened and post closing i find the battery tanks heavily even while attempting to charge  is that the app or things hiding in it,"[101, 2320, 2441, 1998, 2695, 5494, 1045, 2424, 1996, 6046, 7286, 4600, 2130, 2096, 7161, 2000, 3715, 2003, 2008, 1996, 10439, 2030, 2477, 6318, 1999, 2009, 102]","['[CLS]', 'once', 'opened', 'and', 'post', 'closing', 'i', 'find', 'the', 'battery', 'tanks', 'heavily', 'even', 'while', 'attempting', 'to', 'charge', 'is', 'that', 'the', 'app', 'or', 'things', 'hiding', 'in', 'it', '[SEP]']"
305,the install size could be smaller and it sucks more battery than chrome  good browser though,"[101, 1996, 16500, 2946, 2071, 2022, 3760, 1998, 2009, 19237, 2062, 6046, 2084, 18546, 2204, 16602, 2295, 102]","['[CLS]', 'the', 'install', 'size', 'could', 'be', 'smaller', 'and', 'it', 'sucks', 'more', 'battery', 'than', 'chrome', 'good', 'browser', 'though', '[SEP]']"
306,keeps restarting and running in the background using battery  up,"[101, 7906, 23818, 2075, 1998, 2770, 1999, 1996, 4281, 2478, 6046, 2039, 102]","['[CLS]', 'keeps', 'restart', '##ing', 'and', 'running', 'in', 'the', 'background', 'using', 'battery', 'up', '[SEP]']"
307,froze lagged pretty much destroyed my phone  wouldnt let me click drained battery and reallyjust pissed me off,"[101, 10619, 2474, 15567, 3492, 2172, 3908, 2026, 3042, 2876, 2102, 2292, 2033, 11562, 11055, 6046, 1998, 2428, 29427, 9421, 2033, 2125, 102]","['[CLS]', 'froze', 'la', '##gged', 'pretty', 'much', 'destroyed', 'my', 'phone', 'wouldn', '##t', 'let', 'me', 'click', 'drained', 'battery', 'and', 'really', '##just', 'pissed', 'me', 'off', '[SEP]']"
308,this browser caused performance problems with my lg v20 like freezing lagging and battery drain  had to uninstall,"[101, 2023, 16602, 3303, 2836, 3471, 2007, 2026, 1048, 2290, 1058, 11387, 2066, 12809, 2474, 12588, 1998, 6046, 12475, 2018, 2000, 4895, 7076, 9080, 2140, 102]","['[CLS]', 'this', 'browser', 'caused', 'performance', 'problems', 'with', 'my', 'l', '##g', 'v', '##20', 'like', 'freezing', 'la', '##gging', 'and', 'battery', 'drain', 'had', 'to', 'un', '##ins', '##tal', '##l', '[SEP]']"
309,this once awesome browser has become incredibly slow and energy draining and now i discover that i cant even select and copy text within a hyperlink i know this seems like a trivial gripe but its the little things that make or break our enjoyment of critically important frequently used apps,"[101, 2023, 2320, 12476, 16602, 2038, 2468, 11757, 4030, 1998, 2943, 19689, 1998, 2085, 1045, 7523, 2008, 1045, 2064, 2102, 2130, 7276, 1998, 6100, 3793, 2306, 1037, 23760, 13767, 1045, 2113, 2023, 3849, 2066, 1037, 20610, 6218, 2063, 2021, 2049, 1996, 2210, 2477, 2008, 2191, 2030, 3338, 2256, 20195, 1997, 11321, 2590, 4703, 2109, 18726, 102]","['[CLS]', 'this', 'once', 'awesome', 'browser', 'has', 'become', 'incredibly', 'slow', 'and', 'energy', 'draining', 'and', 'now', 'i', 'discover', 'that', 'i', 'can', '##t', 'even', 'select', 'and', 'copy', 'text', 'within', 'a', 'hyper', '##link', 'i', 'know', 'this', 'seems', 'like', 'a', 'trivial', 'grip', '##e', 'but', 'its', 'the', 'little', 'things', 'that', 'make', 'or', 'break', 'our', 'enjoyment', 'of', 'critically', 'important', 'frequently', 'used', 'apps', '[SEP]']"
310,just like always i download firefox mobile all excited about it it isnt chrome its awesome i use it faithfully for a few weeks and then the rot sets in it slows down dramatically it crashes randomly it wont load pages anymore just black it uses battery like the last one was made and none of them can be charged anymore i really get discouraged with this browser it could be great it isnt even good enough for meh right now,"[101, 2074, 2066, 2467, 1045, 8816, 2543, 14876, 2595, 4684, 2035, 7568, 2055, 2009, 2009, 3475, 2102, 18546, 2049, 12476, 1045, 2224, 2009, 11633, 2135, 2005, 1037, 2261, 3134, 1998, 2059, 1996, 18672, 4520, 1999, 2009, 4030, 2015, 2091, 12099, 2009, 19119, 18154, 2009, 2180, 2102, 7170, 5530, 4902, 2074, 2304, 2009, 3594, 6046, 2066, 1996, 2197, 2028, 2001, 2081, 1998, 3904, 1997, 2068, 2064, 2022, 5338, 4902, 1045, 2428, 2131, 22585, 2007, 2023, 16602, 2009, 2071, 2022, 2307, 2009, 3475, 2102, 2130, 2204, 2438, 2005, 2033, 2232, 2157, 2085, 102]","['[CLS]', 'just', 'like', 'always', 'i', 'download', 'fire', '##fo', '##x', 'mobile', 'all', 'excited', 'about', 'it', 'it', 'isn', '##t', 'chrome', 'its', 'awesome', 'i', 'use', 'it', 'faithful', '##ly', 'for', 'a', 'few', 'weeks', 'and', 'then', 'the', 'rot', 'sets', 'in', 'it', 'slow', '##s', 'down', 'dramatically', 'it', 'crashes', 'randomly', 'it', 'won', '##t', 'load', 'pages', 'anymore', 'just', 'black', 'it', 'uses', 'battery', 'like', 'the', 'last', 'one', 'was', 'made', 'and', 'none', 'of', 'them', 'can', 'be', 'charged', 'anymore', 'i', 'really', 'get', 'discouraged', 'with', 'this', 'browser', 'it', 'could', 'be', 'great', 'it', 'isn', '##t', 'even', 'good', 'enough', 'for', 'me', '##h', 'right', 'now', '[SEP]']"
311,firefox is suddenly massively draining my battery the last i checked it used 96 even though i had hardly used it at all ive liked using firefox as my main browser but if this continues ill have to delete,"[101, 2543, 14876, 2595, 2003, 3402, 5294, 2135, 19689, 2026, 6046, 1996, 2197, 1045, 7039, 2009, 2109, 5986, 2130, 2295, 1045, 2018, 6684, 2109, 2009, 2012, 2035, 4921, 2063, 4669, 2478, 2543, 14876, 2595, 2004, 2026, 2364, 16602, 2021, 2065, 2023, 4247, 5665, 2031, 2000, 3972, 12870, 102]","['[CLS]', 'fire', '##fo', '##x', 'is', 'suddenly', 'massive', '##ly', 'draining', 'my', 'battery', 'the', 'last', 'i', 'checked', 'it', 'used', '96', 'even', 'though', 'i', 'had', 'hardly', 'used', 'it', 'at', 'all', 'iv', '##e', 'liked', 'using', 'fire', '##fo', '##x', 'as', 'my', 'main', 'browser', 'but', 'if', 'this', 'continues', 'ill', 'have', 'to', 'del', '##ete', '[SEP]']"
312,consumes too much battery lifeeven when in backgroundneed some work done on this problem,"[101, 16678, 2015, 2205, 2172, 6046, 2166, 18697, 2078, 2043, 1999, 4281, 24045, 2094, 2070, 2147, 2589, 2006, 2023, 3291, 102]","['[CLS]', 'consume', '##s', 'too', 'much', 'battery', 'life', '##eve', '##n', 'when', 'in', 'background', '##nee', '##d', 'some', 'work', 'done', 'on', 'this', 'problem', '[SEP]']"
313,not a good android browser  firefox quantum may be great in the pc but on android it drains battery like crazy,"[101, 2025, 1037, 2204, 11924, 16602, 2543, 14876, 2595, 8559, 2089, 2022, 2307, 1999, 1996, 7473, 2021, 2006, 11924, 2009, 18916, 6046, 2066, 4689, 102]","['[CLS]', 'not', 'a', 'good', 'android', 'browser', 'fire', '##fo', '##x', 'quantum', 'may', 'be', 'great', 'in', 'the', 'pc', 'but', 'on', 'android', 'it', 'drains', 'battery', 'like', 'crazy', '[SEP]']"
314,my preferred mobile browser however  im getting constant warnings from android oreo that firefox is draining my battery,"[101, 2026, 6871, 4684, 16602, 2174, 10047, 2893, 5377, 16234, 2013, 11924, 10848, 2080, 2008, 2543, 14876, 2595, 2003, 19689, 2026, 6046, 102]","['[CLS]', 'my', 'preferred', 'mobile', 'browser', 'however', 'im', 'getting', 'constant', 'warnings', 'from', 'android', 'ore', '##o', 'that', 'fire', '##fo', '##x', 'is', 'draining', 'my', 'battery', '[SEP]']"
315,i have switched to firefox as my go to browser on pc but this app just absolutely killed my phone battery if they fix the massive battery drain id give it a 5 star rating,"[101, 1045, 2031, 7237, 2000, 2543, 14876, 2595, 2004, 2026, 2175, 2000, 16602, 2006, 7473, 2021, 2023, 10439, 2074, 7078, 2730, 2026, 3042, 6046, 2065, 2027, 8081, 1996, 5294, 6046, 12475, 8909, 2507, 2009, 1037, 1019, 2732, 5790, 102]","['[CLS]', 'i', 'have', 'switched', 'to', 'fire', '##fo', '##x', 'as', 'my', 'go', 'to', 'browser', 'on', 'pc', 'but', 'this', 'app', 'just', 'absolutely', 'killed', 'my', 'phone', 'battery', 'if', 'they', 'fix', 'the', 'massive', 'battery', 'drain', 'id', 'give', 'it', 'a', '5', 'star', 'rating', '[SEP]']"
316,the latest update sucks the interface is ugly and it chews up my battery like no tomorrow i dont want my android to look like an iphone if i wanted that i would buy a damned iphone,"[101, 1996, 6745, 10651, 19237, 1996, 8278, 2003, 9200, 1998, 2009, 21271, 2015, 2039, 2026, 6046, 2066, 2053, 4826, 1045, 2123, 2102, 2215, 2026, 11924, 2000, 2298, 2066, 2019, 18059, 2065, 1045, 2359, 2008, 1045, 2052, 4965, 1037, 9636, 18059, 102]","['[CLS]', 'the', 'latest', 'update', 'sucks', 'the', 'interface', 'is', 'ugly', 'and', 'it', 'chew', '##s', 'up', 'my', 'battery', 'like', 'no', 'tomorrow', 'i', 'don', '##t', 'want', 'my', 'android', 'to', 'look', 'like', 'an', 'iphone', 'if', 'i', 'wanted', 'that', 'i', 'would', 'buy', 'a', 'damned', 'iphone', '[SEP]']"
317,why does this app keep running in the background even when youre not using it unnecessary battery drain uninstalled,"[101, 2339, 2515, 2023, 10439, 2562, 2770, 1999, 1996, 4281, 2130, 2043, 2115, 2063, 2025, 2478, 2009, 14203, 6046, 12475, 4895, 7076, 9080, 3709, 102]","['[CLS]', 'why', 'does', 'this', 'app', 'keep', 'running', 'in', 'the', 'background', 'even', 'when', 'your', '##e', 'not', 'using', 'it', 'unnecessary', 'battery', 'drain', 'un', '##ins', '##tal', '##led', '[SEP]']"
318,i used to prefer firefox on my android before the last updates since then its been the cause of extremely severe battery drain my phone would go from full charge to nearly dead within 4 hours of complete nonuse which happened repeatedly with two different batteries aside from being aesthetically awful compared to the previous version its slower than chrome this version is a complete failure dont waste your time downloading it,"[101, 1045, 2109, 2000, 9544, 2543, 14876, 2595, 2006, 2026, 11924, 2077, 1996, 2197, 14409, 2144, 2059, 2049, 2042, 1996, 3426, 1997, 5186, 5729, 6046, 12475, 2026, 3042, 2052, 2175, 2013, 2440, 3715, 2000, 3053, 2757, 2306, 1018, 2847, 1997, 3143, 2512, 8557, 2029, 3047, 8385, 2007, 2048, 2367, 10274, 4998, 2013, 2108, 12465, 3973, 9643, 4102, 2000, 1996, 3025, 2544, 2049, 12430, 2084, 18546, 2023, 2544, 2003, 1037, 3143, 4945, 2123, 2102, 5949, 2115, 2051, 8816, 2075, 2009, 102]","['[CLS]', 'i', 'used', 'to', 'prefer', 'fire', '##fo', '##x', 'on', 'my', 'android', 'before', 'the', 'last', 'updates', 'since', 'then', 'its', 'been', 'the', 'cause', 'of', 'extremely', 'severe', 'battery', 'drain', 'my', 'phone', 'would', 'go', 'from', 'full', 'charge', 'to', 'nearly', 'dead', 'within', '4', 'hours', 'of', 'complete', 'non', '##use', 'which', 'happened', 'repeatedly', 'with', 'two', 'different', 'batteries', 'aside', 'from', 'being', 'aesthetic', '##ally', 'awful', 'compared', 'to', 'the', 'previous', 'version', 'its', 'slower', 'than', 'chrome', 'this', 'version', 'is', 'a', 'complete', 'failure', 'don', '##t', 'waste', 'your', 'time', 'download', '##ing', 'it', '[SEP]']"
319,good browser but what a drain on battery light to moderate use was responsible for a full 30 of my battery life during a normal day in my pixel back to chrome i go i guess,"[101, 2204, 16602, 2021, 2054, 1037, 12475, 2006, 6046, 2422, 2000, 8777, 2224, 2001, 3625, 2005, 1037, 2440, 2382, 1997, 2026, 6046, 2166, 2076, 1037, 3671, 2154, 1999, 2026, 22138, 2067, 2000, 18546, 1045, 2175, 1045, 3984, 102]","['[CLS]', 'good', 'browser', 'but', 'what', 'a', 'drain', 'on', 'battery', 'light', 'to', 'moderate', 'use', 'was', 'responsible', 'for', 'a', 'full', '30', 'of', 'my', 'battery', 'life', 'during', 'a', 'normal', 'day', 'in', 'my', 'pixel', 'back', 'to', 'chrome', 'i', 'go', 'i', 'guess', '[SEP]']"
320,very good browser that is safe and fast but only downside is that it consumes lot of memory and battery firefox need to improve in that area,"[101, 2200, 2204, 16602, 2008, 2003, 3647, 1998, 3435, 2021, 2069, 12482, 5178, 2003, 2008, 2009, 16678, 2015, 2843, 1997, 3638, 1998, 6046, 2543, 14876, 2595, 2342, 2000, 5335, 1999, 2008, 2181, 102]","['[CLS]', 'very', 'good', 'browser', 'that', 'is', 'safe', 'and', 'fast', 'but', 'only', 'downs', '##ide', 'is', 'that', 'it', 'consume', '##s', 'lot', 'of', 'memory', 'and', 'battery', 'fire', '##fo', '##x', 'need', 'to', 'improve', 'in', 'that', 'area', '[SEP]']"
321,crashes battery drain unauthorized background activity report made by phone company,"[101, 19119, 6046, 12475, 24641, 4281, 4023, 3189, 2081, 2011, 3042, 2194, 102]","['[CLS]', 'crashes', 'battery', 'drain', 'unauthorized', 'background', 'activity', 'report', 'made', 'by', 'phone', 'company', '[SEP]']"
